FCTH3,FCTH4,FCTH6,FCTH7,FCTH9,FCTH10,FCTH12,FCTH13,FCTH16,FCTH27,FCTH28,FCTH31,FCTH34,FCTH48,FCTH55,FCTH57,FCTH58,FCTH79,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Class
1,2,1,6,0,7,2,4,0,0,0,2,1,0,2,0,1,1,2.1925,-5.2083,-2.0374,-3.7485,-6.2805,1.3434,0.069731,-6.9854,3.86,-3.9542,-0.19582,-2.6604,-3.4428,-7.7182,-3.9924,-1.8083,-6.5398,-4.5736,-1.6962,-4.6799,-7.8163,-5.009,-0.65596,-7.0663,-9.3973,4
1,1,1,6,0,7,2,4,0,0,0,2,1,1,2,0,1,0,6.8627,-7.121,-5.9968,1.0109,-6.148,-2.9751,-1.031,-2.2821,-3.1612,-3.2226,-1.0455,-6.0611,-2.9994,-8.1668,-6.5097,-3.7691,-5.7551,-6.9051,-1.3286,-1.8323,-5.5251,-6.2146,-1.7179,-5.7971,-7.7567,4
1,2,0,6,0,7,2,4,0,0,0,2,1,1,1,0,1,0,4.2116,-14.29,-5.6838,-5.304,-8.2282,2.2135,2.1621,-11.02,2.562,-5.9758,-0.18839,5.5751,-1.9426,-3.3516,-1.3877,-3.189,-7.653,-6.442,-13.881,-10.026,-7.3323,-9.5092,-13.367,-17.909,-14.936,4
1,2,1,5,0,7,3,5,0,0,0,2,1,0,1,0,1,0,2.3797,-10.438,2.3861,-9.7395,-4.2468,-3.1723,-5.0199,-2.2735,-8.4807,2.9404,-4.6469,3.0165,-9.6172,-0.90541,-5.3478,-9.4069,-9.1275,-9.6883,-5.4815,-1.5797,-5.2513,-4.8332,-7.8186,-10.116,-7.8993,4
0,1,1,7,0,7,1,4,0,0,0,2,0,1,2,0,0,1,-2.5815,2.5651,3.7779,-11.281,-6.314,-4.0479,-6.6866,-6.0742,-4.8989,0.75878,1.0624,3.1701,-5.2432,-0.59143,-4.7404,-7.3488,-2.4362,-4.6625,0.020133,-0.39712,-3.9963,-2.4585,-3.1795,-2.9967,-2.0011,4
0,2,1,6,0,7,3,5,0,0,0,2,0,1,1,0,1,0,-4.4444,7.1616,-9.9514,-3.2678,-11.717,-4.2596,-3.0478,-8.1753,-6.0074,-8.5532,1.504,-12.077,-5.6716,-5.3633,-9.0908,-8.2331,1.1659,-1.0802,5.5687,12.682,12.907,9.5833,7.1319,-1.4609,-0.31034,4
0,2,1,6,0,7,3,5,0,0,0,2,0,1,2,0,0,1,1.9398,-6.0058,-8.0991,1.2682,-11.491,2.0354,1.0917,-6.6413,-7.043,-6.39,-1.2748,-10.963,1.0045,-7.8684,-8.9469,-10.989,-9.9051,-14.364,-15.115,-4.3226,3.9128,10.788,8.8857,2.7112,6.7672,4
1,2,1,5,0,7,3,5,0,0,0,2,1,1,2,0,1,1,-1.0164,-11.09,-4.8799,-4.2319,-8.3726,-3.4151,-1.9668,-11.617,-3.5907,-7.8728,-8.1976,-2.7529,-2.2745,-8.53,-13.385,-9.876,-8.821,-6.9682,-11.528,-3.7042,-8.9071,-12.235,-15.517,-16.37,-1.1988,4
1,1,0,5,0,7,3,5,0,1,0,2,1,1,2,0,1,1,-2.0832,8.0979,-10.455,-11.479,1.1674,-9.1351,5.5428,-3.0433,-4.2424,-1.5585,0.35075,-6.712,-6.085,-7.8431,-1.0803,-6.4134,-8.034,-1.0405,-9.9145,-5.7389,-9.8327,-5.7291,-6.4993,-12.611,-13.309,4
1,2,0,6,0,7,1,4,0,1,0,2,1,1,1,0,1,0,5.5636,-5.2905,-0.91243,-0.74474,-2.8831,0.93705,-4.0614,-5.7614,-2.4662,-4.5104,-2.8385,-5.4075,-4.766,-3.8304,-5.1315,-5.28,-9.3006,-4.813,-9.1446,-2.1381,-9.9803,-8.9053,-9.4027,-11.607,-9.3427,4
1,2,1,7,0,7,1,4,0,0,0,2,0,1,2,0,1,0,5.4823,-12.771,-10.623,5.3878,1.3154,-3.5027,-1.0416,-3.9521,-3.6514,-6.0803,-1.0396,-9.26,-8.6363,-8.892,-3.0367,-5.8603,-8.9996,-7.672,-4.8585,-1.3859,-5.9374,-1.1012,-4.5256,-3.7248,-4.9703,4
1,2,1,7,0,7,2,3,0,0,0,2,1,0,2,0,1,1,1.0746,-7.5239,-2.8154,-8.2493,-4.2169,2.8509,3.3582,-8.4597,0.13179,-4.2323,-3.8806,-5.4868,-4.8375,-1.6798,-6.9463,-3.3759,-6.2194,-4.9815,-6.0749,-8.4725,-5.9624,-8.6225,-0.24662,-4.415,-6.669,4
1,3,0,7,0,7,0,2,0,1,0,2,1,1,2,0,1,1,5.2813,-6.9936,-4.9205,-0.7802,-6.2029,-3.0262,-1.8854,-8.3309,-8.0456,-2.5743,-5.1769,-8.9494,-5.072,-5.591,-5.6204,-6.1191,-8.0945,-7.8996,-8.2804,-5.5978,-9.48,-9.1438,-6.6404,-4.3672,2.4954,4
1,2,0,6,0,7,2,4,0,0,0,2,0,1,2,0,1,1,2.5907,-4.0355,-4.4326,-3.5218,-3.6058,1.0252,-5.6942,-3.5083,-2.3681,-1.7079,-0.1861,-1.7711,-7.0668,0.6074,-12.509,-5.3973,-9.3405,-1.8318,-3.0343,-1.0467,-6.2053,-8.4254,-3.8102,-9.496,-7.7503,4
1,1,1,5,0,7,2,5,0,0,0,2,0,1,2,0,1,0,4.1306,-2.7734,-1.0854,-1.8562,-8.6433,0.88768,0.080463,-6.2715,0.55849,-5.2365,0.44349,1.0909,-3.8837,-4.4808,-2.8844,-8.9908,-1.0882,-8.789,-2.4772,-1.141,-4.2062,-4.0908,-4.7759,-2.2376,-3.9932,4
1,1,1,5,0,7,3,6,0,0,0,1,0,1,1,0,1,0,1.3349,-8.5755,-1.8679,-13.751,-4.9259,-1.4716,-0.703,-4.6414,-3.5272,-3.5433,-2.3239,-5.348,-4.6832,-5.6714,-10.149,-7.3321,-5.456,-3.3621,-5.9876,-2.3644,-11.22,-16.1,-10.229,-10.525,-8.0993,4
1,2,1,6,0,7,1,4,0,0,0,2,0,1,2,0,1,0,3.0178,-4.0199,-4.6894,-13.025,3.0866,-0.41802,-1.4642,-4.4799,-4.0174,-6.6335,-3.0983,-4.2352,-8.0783,-1.5152,-12.636,-5.5221,-9.17,-5.0467,-6.0055,-5.6634,-7.6237,-7.1559,-4.5402,-10.499,-8.0826,4
1,1,1,5,0,7,3,5,0,0,0,2,1,1,1,0,1,1,2.5432,-8.1468,-4.4584,-2.1732,-0.89145,-0.52984,4.0981,-6.8083,-3.8163,-3.3464,-1.1678,-6.9737,-2.6518,-2.7223,-5.9796,-5.5402,-7.4662,-0.7251,-6.4864,-5.2455,-5.7448,-5.8005,-5.9248,-6.7897,-6.1267,4
1,2,1,7,0,7,2,4,0,0,0,2,1,0,2,0,1,1,-2.8038,17.565,-4.4992,-7.7961,-0.4067,-5.5587,-5.6175,-5.1957,-5.4696,-1.6809,-1.1589,-2.6316,-3.0433,-3.0795,-9.0746,-2.2841,-7.7118,-5.2484,-6.2428,-4.6492,-7.9005,-7.0256,-6.4363,-7.1725,-11.037,4
1,5,1,7,0,6,0,0,0,0,1,2,1,0,2,0,0,1,0.42537,5.6589,-0.058571,-7.7327,-1.5358,2.8781,-5.3756,-2.7926,0.035594,-3.7851,5.0062,-1.0926,-8.7803,-0.63299,-6.003,-6.8286,-6.6969,-2.1379,-5.913,1.922,-7.5028,-3.6877,0.078555,-7.5269,-3.1908,4
0,2,1,6,0,6,3,4,0,0,0,2,0,1,2,0,1,1,1.12,1.6021,-3.0131,-1.7147,-7.7899,0.77015,1.5357,-4.2582,-1.9494,-1.9818,-1.5688,0.25187,-5.2356,-2.7441,-7.7702,-3.8531,-8.9683,-4.0078,-7.7093,-1.039,-6.8546,-5.3354,-0.87688,-12.062,-8.8993,4
0,1,1,5,0,7,3,5,0,0,0,2,0,1,2,0,1,1,0.33914,-13.072,-0.53766,-0.40012,0.14932,4.395,-1.9107,0.37635,-8.0238,3.4858,-4.1726,1.0929,-5.2036,-0.20015,-5.6204,0.46985,-6.2575,-3.5835,0.26506,-3.5904,-1.94,-4.0365,0.25614,-2.5109,-1.0104,4
0,1,1,6,0,6,4,6,0,0,0,1,0,0,1,0,1,0,-1.2712,-11.323,-10.903,-8.6097,-5.8114,0.60201,-10.141,-12.699,-3.2261,-8.2978,-6.7566,-4.8834,-9.1119,-1.564,-7.3405,-4.6011,-7.1114,-4.1901,-6.205,2.8346,-4.4954,1.7406,13.099,13.065,10.561,4
1,1,1,6,0,7,2,4,0,0,0,2,1,1,2,0,1,1,3.0487,-6.2195,-11.059,-3.2035,-5.5246,-4.3929,-2.7762,-4.1544,-1.2004,-5.1473,-2.185,-5.7282,-7.0908,-9.6433,-6.3623,-6.2493,-3.1307,-5.229,-4.256,-1.5926,-5.6864,1.5307,10.852,10.428,10.803,4
1,1,0,4,0,7,4,6,0,0,0,2,1,1,1,0,1,0,4.6804,-1.0411,-4.8307,-2.537,0.24842,-13.238,-0.7656,-6.0463,-2.4688,-4.965,-1.6183,-0.33762,-6.6702,-3.552,-9.5859,-4.3354,-0.62234,-4.4187,-7.1598,-0.27876,-11.984,-10.75,-7.5019,-9.3533,-3.2429,4
1,1,1,5,0,7,3,5,0,0,0,2,1,1,1,0,1,0,2.4167,-17.908,-3.7552,-5.2013,-1.3593,-1.1183,-3.134,-5.9098,-3.1882,-4.1181,-4.9192,1.2062,-6.5659,-5.8563,-8.4195,-3.1229,-11.51,-7.9655,-8.7842,-4.1021,-9.5205,-15.494,-13.834,-15.347,-10.521,4
1,2,1,7,0,7,0,2,0,0,0,2,1,1,2,0,1,1,0.67887,8.4732,-1.566,-9.1882,-2.844,-9.6039,-6.6111,-9.5047,-5.8366,-1.4945,-2.5585,2.5848,0.15124,-5.0908,-7.7815,-9.4426,-12.704,-6.8462,-7.8954,-1.1684,-5.7114,-0.92168,0.59231,-2.7241,-6.1928,4
1,1,1,6,0,7,3,4,0,0,0,2,1,1,2,0,1,1,1.0041,3.0054,-2.7406,-10.606,1.6375,0.42211,-4.9879,-3.9142,-2.9251,-6.7414,6.8645,-8.528,-9.0617,-1.6114,-5.9062,-3.2093,-12.155,-3.8744,-9.4466,-5.3927,-9.7645,-10.598,-10.173,-10.453,-7.3392,4
1,3,1,7,0,7,0,0,0,0,0,2,1,1,2,0,1,0,-2.1407,-0.073279,-4.635,-16.408,-0.27976,-5.5384,0.70265,-1.0259,-2.4106,-0.72314,-0.97257,-6.6895,-4.5445,-6.1348,-8.5013,-4.0303,-7.6437,-2.0176,-5.4391,-0.67694,-7.8867,-12.157,-11.28,-13.477,-13.395,4
1,2,1,6,0,7,1,4,0,0,0,2,1,0,2,0,1,0,4.1211,-18.304,0.48975,-8.6199,-2.593,2.0139,0.25126,0.040922,-10.42,1.0618,-0.22382,-5.594,-3.8254,-1.6092,-5.0666,-7.0689,-2.5152,-3.7661,-5.5074,-0.84077,-7.3356,-6.7213,-5.4109,-6.0577,-2.6714,4
1,2,0,6,0,7,3,5,0,0,0,2,0,1,2,0,1,1,0.028784,-5.2225,-4.6966,-5.3484,-3.3142,5.6197,-0.19545,-6.8216,0.14742,-7.1916,-1.0081,-2.0415,-2.9862,-5.6358,-3.436,-8.0623,-5.6106,-2.8403,-5.7742,-2.2308,-6.6303,-5.9829,-4.2283,-8.0775,-7.2383,4
0,2,1,7,0,6,2,4,0,0,0,2,1,0,2,0,1,1,-0.15476,-6.2918,-2.817,-6.4562,-1.8162,6.6462,-0.96781,-7.6393,1.5172,-11.193,-1.8711,0.83304,-8.4397,-3.6396,-9.9534,-4.5732,-11.612,-2.0909,-10.859,-0.43715,-12.446,-10.421,-9.2017,-16.487,-14.541,4
1,1,1,7,0,7,2,4,0,0,0,2,1,0,2,0,1,1,-4.1609,12.758,-1.2276,-10.349,-2.3956,-8.6982,-6.385,-9.9364,-2.2444,-0.43622,0.54029,0.8345,-2.3224,-4.0934,-7.7118,-11.612,-8.6159,-6.1381,-7.4922,-1.3629,-4.418,-3.6001,-2.5151,-5.9054,-6.9562,4
0,1,1,6,0,7,2,4,0,0,0,2,1,1,2,0,1,1,-6.5703,14.975,-2.3475,-3.5772,-3.6393,-7.3595,-6.8922,-5.8947,-8.0458,4.9843,-1.7435,3.6242,-3.4913,-2.4753,-8.9208,-7.8874,-12.003,-4.1422,-3.6158,-0.37238,3.5239,-0.13317,1.3172,-3.6049,0.78539,4
0,1,1,6,0,7,3,5,0,0,0,2,0,0,2,0,1,1,-1.6009,-3.3232,-0.36639,-9.3167,-5.4667,9.2818,-5.6437,-1.1304,-1.2121,-0.58258,-3.1554,0.7152,-5.7871,1.0409,-5.5806,0.19691,-8.1141,-0.35558,-5.1971,0.50119,-0.37248,-2.2233,3.0749,-3.2072,2.2604,4
0,3,1,7,0,7,1,3,0,0,0,2,0,1,2,0,1,1,-6.4473,3.0333,-6.3449,-2.4218,-6.5347,-0.58878,-3.6759,-4.8276,3.1001,4.1345,-1.9364,-0.66702,-7.8558,0.53888,-9.7755,1.1125,-6.7469,1.3668,-2.4258,3.1158,0.014046,-2.4163,0.40203,-2.7503,1.7137,4
1,2,1,6,0,7,2,4,0,0,0,2,0,1,1,0,0,0,-1.2818,-10.999,-3.8858,-11.333,-7.6465,0.016122,-2.6425,-7.1639,-0.31461,-5.2549,-8.4878,-3.6191,-8.0775,-9.249,-3.491,-7.0476,-7.9092,-6.793,-15.47,-7.5369,-1.5327,15.88,23.083,12.648,0.88635,4
1,3,0,5,0,7,3,5,0,1,0,2,1,1,1,0,1,0,-0.92602,-6.9096,-4.8676,-9.9823,-9.6428,2.6448,-4.7155,-8.3344,-0.24436,-11.156,-2.5839,-7.6695,-2.6814,-4.7111,-8.7254,-13.009,-13.312,-2.3511,-0.38454,12.864,12.125,8.3485,-2.2372,-1.4749,2.7255,4
1,2,1,6,0,7,3,4,0,0,0,2,0,1,2,0,1,1,-2.3623,-5.6511,-3.6042,-6.0466,-3.0081,3.091,-7.1428,-6.6393,0.78891,-15.533,-0.15288,-6.6357,-1.1388,-4.0553,-8.3312,-11.207,-6.2991,-5.084,-7.6859,-4.8094,-13.555,-16.814,-12.072,-2.2207,13.084,4
1,3,1,7,0,6,1,3,0,0,0,2,0,0,2,0,1,1,3.0029,-15.065,-6.3848,-0.34372,-4.8673,0.6161,-2.1863,-8.2971,-0.84491,-6.1916,1.3558,-5.4727,-2.6628,-6.5567,-2.3478,-7.1117,-5.8921,-6.6563,-7.8465,-6.8857,-7.364,-5.8325,-7.9267,-6.96,-10.434,4
1,2,1,6,0,7,2,4,0,0,0,2,1,1,2,0,1,0,3.5514,-5.9897,-0.5596,-9.3753,-6.7322,0.009656,-8.0778,-7.1392,2.4654,-3.8094,5.4838,-4.9486,-3.5146,-4.6727,-10.039,-6.2969,-8.1024,-2.7825,-5.3289,-1.4209,-6.944,-8.8242,-10.934,-12.715,-11.403,4
1,1,1,6,0,7,3,5,0,0,0,2,1,1,2,0,1,0,2.0126,8.7834,-7.5388,-5.3233,-2.4319,-5.8513,-3.8323,-14.693,-2.2685,-1.95,7.8325,1.1034,-13.619,-2.4775,-6.9889,-11.253,-5.7166,-9.117,-5.6439,-4.2398,-8.2856,-13.212,-12.656,-18.393,-21.934,4
1,1,1,7,0,7,2,3,0,0,0,2,1,0,2,0,1,1,0.82451,-11.17,-0.21977,-5.2197,-12.866,5.3464,-0.84733,-5.5478,-0.036579,-4.671,-2.7017,-2.7415,-5.4209,3.6333,-6.775,-2.3021,-4.706,-4.506,-5.1177,-2.6848,-7.026,-6.0203,-2.6906,-5.5795,-2.5298,4
1,2,1,6,0,7,3,4,0,0,0,2,1,0,2,0,1,0,-0.31319,-12.546,-0.69063,-7.7024,-7.2176,5.5371,-2.0888,-3.6188,-3.304,-4.3493,-4.3742,-4.0326,-2.8758,-4.5236,-8.0026,-6.0675,-5.6635,-6.8065,-3.1227,-7.5043,-11.152,-9.5738,-7.7828,-7.77,-7.3975,4
1,3,1,6,0,7,2,4,0,0,0,2,1,1,2,0,1,1,-1.6696,-3.7856,-3.9307,-1.9243,-10.164,5.6318,-3.6935,-1.9165,-5.2715,-0.91801,-1.4047,-5.3363,0.88971,-7.1743,-6.2366,-3.9513,-8.8905,0.50578,-8.3705,-6.2045,-10.119,-6.4224,-6.8833,-8.5895,-3.6461,4
1,3,1,7,0,7,1,3,0,0,0,2,0,1,2,0,1,1,-0.90012,-13.441,-4.9056,7.2173,-2.4068,-0.23737,-0.33285,-4.481,-3.199,0.41638,-4.1778,-0.039077,-6.1615,3.2057,-8.1936,-1.5686,-3.6922,-2.8378,-4.8682,-4.3685,-4.0645,-5.1085,0.76786,-7.1412,-4.6393,4
0,2,1,6,0,7,0,3,0,0,0,1,0,1,2,0,1,0,-5.4688,5.5614,-8.3808,-3.2986,-4.0893,4.6673,2.1975,-3.8426,-2.4274,-2.6942,-1.6262,1.7132,-8.2273,1.7482,-8.8089,1.9994,-6.9775,-0.63798,-7.1813,-0.4397,-1.6052,-5.8794,0.6366,-9.5538,0.49504,4
1,1,1,6,0,7,3,5,0,0,0,2,1,1,1,0,1,0,-1.3163,0.95159,-5.8317,-12.719,-6.4356,-2.0824,-2.8944,-6.7629,-1.6019,-6.9803,0.43642,-5.1966,-9.6035,-5.5549,-11.159,-12.949,-13.096,-8.9903,-6.8533,14.318,13.609,18.178,12.795,-3.2694,4.8698,4
1,2,1,5,0,7,3,5,0,0,0,2,1,0,1,0,1,0,1.5113,-19.303,0.27853,-12.838,-4.2866,-0.48455,-6.0897,-3.2186,-9.3722,3.99,-5.4348,-3.9825,-4.6912,-4.7672,-4.7815,-7.1073,-4.6303,-3.5247,-6.0484,1.2629,-4.754,-13.872,-7.7726,4.9488,23.212,4
1,2,1,6,0,7,3,5,0,0,0,2,1,1,1,0,1,0,-2.4702,5.7197,-10.024,-4.369,-6.1225,4.1964,-2.8716,-9.1345,-3.8048,-7.1812,1.1993,-5.6604,-4.2546,-5.338,-7.3763,-1.7105,-9.1707,-3.4367,-14.284,-3.1697,-11.482,-4.5909,-9.2982,-3.8249,-6.0488,4
1,2,1,6,0,7,3,5,0,0,0,2,1,1,2,0,1,0,1.6451,-7.3399,-8.0792,-4.2534,-8.5237,3.2559,5.3143,-8.9241,-0.28174,-3.1653,-4.3195,-2.6797,-2.3721,-1.5085,-5.373,-8.6692,-1.4625,-5.521,-2.8155,-4.4735,-11.149,-11.798,-8.9355,-3.8079,-7.0604,4
1,1,1,5,0,7,3,6,0,0,0,1,0,1,2,0,1,0,4.2523,-5.1325,-2.5788,-4.9193,-4.1549,3.1213,1.2716,-6.2633,-3.29,-0.65967,-7.1749,-1.6294,0.84045,-6.5417,-3.5797,-4.8842,-8.7411,-5.9803,-2.8424,-0.8787,-4.2834,-4.7615,-3.6568,-4.8557,-5.9143,4
0,2,1,5,0,7,3,6,0,0,0,1,0,1,1,0,1,0,0.058139,-11.134,-5.7369,-8.0191,-0.52308,5.8335,-6.1694,-6.589,-2.0906,-4.3906,-1.1536,-0.77724,-6.9847,-1.4671,-5.4126,-4.4464,-1.4117,-5.6183,-5.8375,-3.0245,-5.7531,-5.3999,-4.1914,-4.6043,-3.8953,4
1,2,1,6,0,7,2,4,0,1,0,2,0,1,2,0,1,0,0.58605,-10.867,1.562,-16.744,-6.0997,-0.21866,-2.8539,-2.6091,-6.0289,-0.1679,-4.8523,-2.6589,-4.7653,-4.8542,-6.2532,-7.582,-6.6557,-4.6512,-6.4758,-2.86,-7.139,-3.9781,-7.4627,-2.5814,4.1054,4
1,2,1,6,0,7,2,4,0,0,0,2,0,1,2,0,1,0,0.61825,1.7896,-5.2567,-10.883,1.3765,0.85838,-0.22073,-3.3817,-0.3269,-4.3935,-0.48164,-3.5533,-0.96643,-1.7311,-6.3388,-2.9957,-2.695,1.3101,-6.1521,-2.1281,-9.4053,-11.325,-2.7901,-7.0667,-6.7414,4
1,2,1,7,0,7,2,4,0,0,0,2,0,1,2,0,1,1,0.69147,-11.372,-9.0019,6.5314,-2.5147,-4.1589,4.4773,-9.2116,-0.87265,-1.1853,-1.0165,-5.5899,-4.5756,-0.31169,-4.9369,-5.5767,-5.2011,-4.4813,-5.6691,-5.2344,-6.2714,-7.1523,-4.5126,-8.4607,-5.9836,4
1,2,1,7,0,6,2,3,0,0,0,2,0,1,2,0,1,1,0.94171,-0.21329,1.3763,-6.969,-4.8673,-2.7584,-0.58498,-11.231,-5.0107,0.9851,0.32337,-3.2542,-2.4071,-9.869,-6.0352,-6.2542,-12.363,1.7834,-8.788,1.2811,-7.8156,-4.5832,-5.2927,-6.5848,-4.0169,4
1,1,1,7,0,7,2,5,0,0,0,2,1,1,2,0,1,1,3.4913,-10.065,-8.0865,-0.51719,-6.8698,-1.2771,0.33146,-3.2529,3.4931,-6.8724,-0.64201,-0.27196,-6.3115,-6.0518,-2.2306,-1.4924,-5.967,-3.5002,-4.331,0.19536,-5.9948,-4.5739,-2.5748,-3.7363,-4.6573,4
1,1,1,5,0,7,4,6,0,0,0,2,1,1,1,0,1,0,12.269,-7.8425,-24.667,4.1698,-3.0601,0.7395,-4.7652,-4.4254,3.7739,-5.4175,0.45787,-5.4776,1.7786,-6.276,-2.1223,-4.5486,-2.2293,-3.9822,-10.878,-7.3019,-15.963,-8.5514,-11.536,-7.9711,-10.524,4
1,1,0,4,0,7,4,6,0,0,0,2,1,1,1,0,1,0,6.5987,-10.621,-12.431,8.9353,-6.4857,-2.9956,0.88461,-6.9499,0.9227,-6.4193,2.0048,-5.0016,0.43792,-8.1143,1.5492,-5.197,-9.7917,-8.6133,-7.5961,-3.9957,-8.6673,-2.3472,-11.187,-9.7876,-9.8612,4
1,1,1,7,0,7,2,4,0,0,0,2,0,1,2,0,1,1,-0.092933,-3.6797,-2.119,-13.909,-0.12391,2.15,-0.36416,-4.7956,0.1872,-6.0255,1.1296,-1.853,-1.7307,-2.1099,-5.7383,-2.6055,-5.591,-0.919,-3.9816,-0.28346,-3.6279,-4.3203,-1.8565,-4.0751,-4.1489,4
1,1,1,5,0,7,3,5,0,0,0,2,1,1,1,0,1,0,2.757,-12.737,-1.366,-12.695,-5.9921,-6.471,-5.3169,-5.2741,-6.4439,-0.58359,-3.9805,-2.8262,-4.2261,-4.4161,-6.9144,-6.6877,-6.258,-5.8243,-5.902,-6.4645,-8.1061,-1.4124,10.425,24.251,28.615,4
1,2,1,6,0,7,2,4,0,0,0,2,1,1,2,0,1,1,-0.63618,5.8283,-7.3955,-10.459,-3.9984,-3.9651,-4.6972,-4.7505,-5.928,-0.18305,-2.6329,-4.5193,-4.3732,-4.8056,-6.9988,-10.834,-11.462,-6.9906,-1.0829,-0.7241,2.9085,1.1933,4.7017,2.6109,7.6757,4
1,2,1,6,0,7,3,4,0,0,0,2,0,1,2,0,1,1,-3.6578,0.24199,-5.2831,-11.476,-4.8688,4.0759,-3.3007,-2.002,-1.6069,-3.143,-5.8165,-1.3813,-6.1254,-2.0961,-6.6387,-3.8021,-4.2138,-4.8452,-4.6013,-3.979,-6.5918,-8.1809,-5.1797,-7.7648,-5.3011,4
0,2,1,6,0,7,3,4,0,0,0,2,0,0,1,0,1,0,-11.269,14,-11.787,-0.90391,-2.6191,5.5465,-0.45219,-0.74821,3.7889,-4.0768,1.7911,0.14464,-3.8679,5.7546,-7.2056,1.0129,-4.88,-2.1121,-7.9734,0.36807,-7.4342,-5.5143,-6.7212,-6.2287,-1.7688,4
0,2,1,6,0,7,3,5,0,0,0,2,0,1,2,0,1,0,0.75508,1.6798,-7.1788,-9.0833,2.8236,0.63374,-1.2348,-5.4248,-1.5029,-0.47563,-0.079316,-1.6429,-2.8605,-3.6035,-9.2835,-3.5328,-6.3195,-2.2255,-4.158,-0.66902,-2.008,-5.0885,-2.963,-12.415,-16.086,4
1,2,1,6,0,7,3,5,0,0,0,2,1,1,2,0,1,0,-4.22,-11.027,-6.2136,3.441,-2.9884,-1.5704,-1.2887,-8.7783,4.4656,-5.6979,-3.0557,-1.9918,-0.87601,-4.3811,-9.4029,-3.7199,-0.71547,-6.6505,-13.981,-11.126,-10.137,-8.2738,-7.6237,-14.245,-11.116,4
1,2,1,6,0,7,1,4,0,0,0,2,1,1,2,0,1,0,3.529,-7.5508,-1.6237,-4.0848,-2.7143,0.38796,-5.255,-4.002,3.5423,-2.6036,0.78342,2.8234,-4.4647,-2.3149,-11.077,-2.3055,-0.16739,-1.7662,-6.109,-4.6328,-4.8889,-3.1347,-6.9254,-15.106,-8.9452,4
1,1,1,5,0,7,3,5,0,0,0,1,1,1,2,0,1,0,-2.5988,12.647,-2.0208,-4.541,-4.1946,-3.9794,-8.8689,-9.534,-4.366,-4.1295,-1.4091,0.19546,-5.6445,2.0846,-5.4188,-5.4572,-1.4858,-2.8715,-7.3343,-2.9337,-12.019,-6.944,-9.7414,-9.6281,-17.026,4
1,1,1,7,0,7,2,5,0,0,0,2,0,0,2,0,1,0,7.2139,-8.0572,-18.063,-1.2195,-3.3091,0.30332,-6.4025,-4.0221,3.8952,-3.0441,-4.7171,-4.2557,-1.7547,-1.3877,-6.6024,-5.3427,-7.9823,-4.85,-7.7298,-2.1379,-6.6623,-4.2804,-7.2857,-8.4223,-9.53,4
1,1,1,6,0,7,3,5,0,0,0,2,0,1,2,0,1,1,2.453,-11.957,-3.7583,-4.5608,-4.0146,3.7178,0.32349,-3.3759,-4.432,-0.47752,0.10432,-7.5169,0.41929,-0.78414,-5.3964,-3.4627,-2.2838,-4.576,-1.7354,-5.5505,-2.9918,-4.894,-6.1069,-3.2606,-4.3608,4
0,1,1,5,0,7,3,5,0,0,0,2,1,0,2,0,1,1,0.75704,-11.37,-1.1722,-6.2742,0.75772,4.6997,-3.2147,-4.5845,-2.2825,-1.5059,-8.8261,-3.175,-10.449,1.2551,-6.4186,-3.831,-2.2752,-4.8721,-4.5208,-3.2959,-4.7284,-3.2418,0.59107,-2.373,-5.8997,4
1,1,1,5,1,7,0,2,0,1,0,2,0,0,1,0,1,0,1.4295,11.799,5.9974,-8.0908,-5.235,-2.8197,-6.707,-2.5814,2.8742,4.1088,-5.6899,-0.15605,-4.846,-5.0365,2.4997,-10.029,-0.84698,-5.3866,-1.7832,0.55752,0.70198,-0.12912,-2.1276,0.27018,0.96754,5
1,1,1,4,0,7,1,5,0,0,0,2,0,0,1,0,1,0,5.6317,-2.4423,-2.3512,-0.06575,-8.1035,-9.2293,-0.2563,12.804,-1.9853,-0.72461,-6.1785,-9.6385,-6.7502,2.3697,-0.8357,1.085,-4.6266,-1.4422,-4.7475,0.39106,0.26496,-1.5801,1.5394,-4.151,-0.14506,5
1,1,1,6,0,7,0,3,0,0,0,2,0,1,2,0,1,1,1.4935,0.9856,2.4522,-1.8371,-10.661,-6.1687,-2.7076,2.1963,-0.43874,1.1286,-7.9283,-4.4136,-8.2476,2.4874,1.1575,2.1901,-2.5896,-3.5668,-2.0209,-0.63483,-2.6053,0.6181,-1.4026,-2.4312,-3.6634,5
1,0,0,4,0,7,3,6,0,0,0,2,0,1,1,0,1,0,4.567,7.9682,13.776,3.3784,-3.3662,-7.9586,-5.8487,-4.3788,-8.1829,5.9806,-1.5421,-0.020792,1.6846,1.915,-2.6733,-4.4948,-4.7178,1.2197,-1.8109,-1.2764,1.6681,-2.1276,-1.1453,0.17707,3.8992,5
1,0,0,5,0,7,1,6,0,1,0,2,0,1,1,0,1,0,3.0852,6.3983,13.072,1.0908,-2.6555,-6.552,-9.6197,-3.9599,-7.5226,0.33338,-0.72078,-1.0478,-6.5576,4.4422,-3.9817,-1.0613,-1.3723,-1.1405,0.93945,-3.1428,1.1472,0.20823,-2.4722,-0.33304,-0.031997,5
